"","Source.level","Target.level","Source","Target","Label","Parent.Label","Value","Value.type","Value.info","Country","Colour","DSource","Assumption"
"372","Availability","Processing","Net-available non-renewable","Industry energy","Fossil gas","Fossil",209239.904162011,"Mass_now",2017,"EU28","darkgrey","nrg_bal_c",""
"382","Processing","Services","Refinery & Material processing","Consumables","Fossil gas","Fossil",13446.5599022346,"Mass_now",2017,"EU28","darkgrey","nrg_bal_c","including also bitumen/infra stocks"
"392","Processing","Services","Refinery & Material processing","Transport","Fossil gas","Fossil",2830.7731424581,"Mass_now",2017,"EU28","darkgrey","nrg_bal_c",""
"402","Processing","Services","Heat low-T","Residential & other","Fossil gas","Fossil",26691.1720768156,"Mass_now",2017,"EU28","darkgrey","nrg_bal_c","Heat/el. shares"
"413","Processing","Services","Electricity","Residential & other","Fossil gas","Fossil",106764.688307263,"Mass_now",2017,"EU28","darkgrey","nrg_bal_c","Heat/el. shares"
"422","Services","Sourcing","Consumables","Recycled","Fossil gas","Fossil",0,"Mass_now",2017,"EU28","darkgrey","nrg_bal_c","Recycled are 100% consumables"
"432","Processing","Outflows","Refinery & Material processing","Exports","Fossil gas","Fossil",84518.6790921788,"Mass_now",2017,"EU28","darkgrey","nrg_bal_c",""
"442","Sourcing","Availability","Imports","Net-available biomass","Biogases","Bio",0,"Mass_now",2017,"EU28","darkolivegreen1","nrg_bal_c",""
"452","Sourcing","Availability","Domestic extraction","Net-available biomass","Biogases","Bio",15166.9210869565,"Mass_now",2017,"EU28","darkolivegreen1","nrg_bal_c",""
"462","Sourcing","Availability","Recycled","Net-available biomass","Biogases","Bio",0,"Mass_now",2017,"EU28","darkolivegreen1","nrg_bal_c",""
"472","Availability","Processing","Net-available biomass","Electricity","Biogases","Bio",4828.97834782609,"Mass_now",2017,"EU28","darkolivegreen1","nrg_bal_c",""
"482","Availability","Processing","Net-available biomass","Heat low-T","Biogases","Bio",641.557,"Mass_now",2017,"EU28","darkolivegreen1","nrg_bal_c",""
"492","Availability","Processing","Net-available biomass","Refinery & Material processing","Biogases","Bio",0,"Mass_now",2017,"EU28","darkolivegreen1","nrg_bal_c",""
"502","Availability","Processing","Net-available biomass","Energy sector","Biogases","Bio",499.7395,"Mass_now",2017,"EU28","darkolivegreen1","nrg_bal_c",""
"513","Availability","Processing","Net-available biomass","Industry energy","Biogases","Bio",2483.3277826087,"Mass_now",2017,"EU28","darkolivegreen1","nrg_bal_c",""
"522","Processing","Services","Refinery & Material processing","Consumables","Biogases","Bio",0,"Mass_now",2017,"EU28","darkolivegreen1","nrg_bal_c","including also bitumen/infra stocks"
"532","Processing","Services","Refinery & Material processing","Transport","Biogases","Bio",136.55497826087,"Mass_now",2017,"EU28","darkolivegreen1","nrg_bal_c",""
"542","Processing","Services","Heat low-T","Residential & other","Biogases","Bio",371.403352173913,"Mass_now",2017,"EU28","darkolivegreen1","nrg_bal_c","Heat/el. shares"
"552","Processing","Services","Electricity","Residential & other","Biogases","Bio",1485.61340869565,"Mass_now",2017,"EU28","darkolivegreen1","nrg_bal_c","Heat/el. shares"
"562","Services","Sourcing","Consumables","Recycled","Biogases","Bio",0,"Mass_now",2017,"EU28","darkolivegreen1","nrg_bal_c","Recycled are 100% consumables"
"572","Processing","Outflows","Refinery & Material processing","Exports","Biogases","Bio",0,"Mass_now",2017,"EU28","darkolivegreen1","nrg_bal_c",""
"582","Sourcing","Availability","Imports","Net-available biomass","Bio solid","Bio",20401.23345,"Mass_now",2017,"EU28","darkolivegreen1","nrg_bal_c",""
"592","Sourcing","Availability","Domestic extraction","Net-available biomass","Bio solid","Bio",198158.5055,"Mass_now",2017,"EU28","darkolivegreen1","nrg_bal_c",""
"602","Sourcing","Availability","Recycled","Net-available biomass","Bio solid","Bio",0,"Mass_now",2017,"EU28","darkolivegreen1","nrg_bal_c",""
"613","Availability","Processing","Net-available biomass","Electricity","Bio solid","Bio",17060.54535,"Mass_now",2017,"EU28","darkolivegreen1","nrg_bal_c",""
"622","Availability","Processing","Net-available biomass","Heat low-T","Bio solid","Bio",22891.32735,"Mass_now",2017,"EU28","darkolivegreen1","nrg_bal_c",""
"632","Availability","Processing","Net-available biomass","Refinery & Material processing","Bio solid","Bio",0,"Mass_now",2017,"EU28","darkolivegreen1","nrg_bal_c",""
"642","Availability","Processing","Net-available biomass","Energy sector","Bio solid","Bio",55.75455,"Mass_now",2017,"EU28","darkolivegreen1","nrg_bal_c",""
"652","Availability","Processing","Net-available biomass","Industry energy","Bio solid","Bio",144997.369,"Mass_now",2017,"EU28","darkolivegreen1","nrg_bal_c",""
"662","Processing","Services","Refinery & Material processing","Consumables","Bio solid","Bio",0,"Mass_now",2017,"EU28","darkolivegreen1","nrg_bal_c","including also bitumen/infra stocks"
"672","Processing","Services","Refinery & Material processing","Transport","Bio solid","Bio",0.2681,"Mass_now",2017,"EU28","darkolivegreen1","nrg_bal_c",""
"682","Processing","Services","Heat low-T","Residential & other","Bio solid","Bio",20178.36727,"Mass_now",2017,"EU28","darkolivegreen1","nrg_bal_c","Heat/el. shares"
"692","Processing","Services","Electricity","Residential & other","Bio solid","Bio",80713.46908,"Mass_now",2017,"EU28","darkolivegreen1","nrg_bal_c","Heat/el. shares"
"702","Services","Sourcing","Consumables","Recycled","Bio solid","Bio",0,"Mass_now",2017,"EU28","darkolivegreen1","nrg_bal_c","Recycled are 100% consumables"
"713","Processing","Outflows","Refinery & Material processing","Exports","Bio solid","Bio",9856.53785,"Mass_now",2017,"EU28","darkolivegreen1","nrg_bal_c",""
"722","Sourcing","Availability","Imports","Net-available biomass","Bio liquid","Bio",937.8335,"Mass_now",2017,"EU28","darkolivegreen1","nrg_bal_c",""
"732","Sourcing","Availability","Domestic extraction","Net-available biomass","Bio liquid","Bio",616.413133333333,"Mass_now",2017,"EU28","darkolivegreen1","nrg_bal_c",""
"742","Sourcing","Availability","Recycled","Net-available biomass","Bio liquid","Bio",0,"Mass_now",2017,"EU28","darkolivegreen1","nrg_bal_c",""
"752","Availability","Processing","Net-available biomass","Electricity","Bio liquid","Bio",595.5851,"Mass_now",2017,"EU28","darkolivegreen1","nrg_bal_c",""
"762","Availability","Processing","Net-available biomass","Heat low-T","Bio liquid","Bio",137.856766666667,"Mass_now",2017,"EU28","darkolivegreen1","nrg_bal_c",""
"772","Availability","Processing","Net-available biomass","Refinery & Material processing","Bio liquid","Bio",0,"Mass_now",2017,"EU28","darkolivegreen1","nrg_bal_c",""
"782","Availability","Processing","Net-available biomass","Energy sector","Bio liquid","Bio",63.0498666666667,"Mass_now",2017,"EU28","darkolivegreen1","nrg_bal_c",""
"792","Availability","Processing","Net-available biomass","Industry energy","Bio liquid","Bio",89.5404,"Mass_now",2017,"EU28","darkolivegreen1","nrg_bal_c",""
"802","Processing","Services","Refinery & Material processing","Consumables","Bio liquid","Bio",0,"Mass_now",2017,"EU28","darkolivegreen1","nrg_bal_c","including also bitumen/infra stocks"
"813","Processing","Services","Refinery & Material processing","Transport","Bio liquid","Bio",2.35773333333333,"Mass_now",2017,"EU28","darkolivegreen1","nrg_bal_c",""
"822","Processing","Services","Heat low-T","Residential & other","Bio liquid","Bio",8.36266666666667,"Mass_now",2017,"EU28","darkolivegreen1","nrg_bal_c","Heat/el. shares"
"832","Processing","Services","Electricity","Residential & other","Bio liquid","Bio",33.4506666666667,"Mass_now",2017,"EU28","darkolivegreen1","nrg_bal_c","Heat/el. shares"
"842","Services","Sourcing","Consumables","Recycled","Bio liquid","Bio",0,"Mass_now",2017,"EU28","darkolivegreen1","nrg_bal_c","Recycled are 100% consumables"
"852","Processing","Outflows","Refinery & Material processing","Exports","Bio liquid","Bio",0,"Mass_now",2017,"EU28","darkolivegreen1","nrg_bal_c",""
"862","Sourcing","Availability","Imports","Net-available renewable non-bio","Renewable electricity","REN",0,"Mass_now",2017,"EU28","deepskyblue1","nrg_bal_c",""
"872","Sourcing","Availability","Domestic extraction","Net-available renewable non-bio","Renewable electricity","REN",0.002794442696,"Mass_now",2017,"EU28","deepskyblue1","nrg_bal_c",""
"882","Sourcing","Availability","Recycled","Net-available renewable non-bio","Renewable electricity","REN",0,"Mass_now",2017,"EU28","deepskyblue1","nrg_bal_c",""
"892","Availability","Processing","Net-available renewable non-bio","Electricity","Renewable electricity","REN",0.00290600481,"Mass_now",2017,"EU28","deepskyblue1","nrg_bal_c",""
"902","Availability","Processing","Net-available renewable non-bio","Heat low-T","Renewable electricity","REN",0,"Mass_now",2017,"EU28","deepskyblue1","nrg_bal_c",""
"913","Availability","Processing","Net-available renewable non-bio","Refinery & Material processing","Renewable electricity","REN",0,"Mass_now",2017,"EU28","deepskyblue1","nrg_bal_c",""
"922","Availability","Processing","Net-available renewable non-bio","Energy sector","Renewable electricity","REN",0,"Mass_now",2017,"EU28","deepskyblue1","nrg_bal_c",""
"932","Availability","Processing","Net-available renewable non-bio","Industry energy","Renewable electricity","REN",0,"Mass_now",2017,"EU28","deepskyblue1","nrg_bal_c",""
"942","Processing","Services","Refinery & Material processing","Consumables","Renewable electricity","REN",0,"Mass_now",2017,"EU28","deepskyblue1","nrg_bal_c","including also bitumen/infra stocks"
"952","Processing","Services","Refinery & Material processing","Transport","Renewable electricity","REN",0,"Mass_now",2017,"EU28","deepskyblue1","nrg_bal_c",""
"962","Processing","Services","Heat low-T","Residential & other","Renewable electricity","REN",0,"Mass_now",2017,"EU28","deepskyblue1","nrg_bal_c","Heat/el. shares"
"972","Processing","Services","Electricity","Residential & other","Renewable electricity","REN",0,"Mass_now",2017,"EU28","deepskyblue1","nrg_bal_c","Heat/el. shares"
"982","Services","Sourcing","Consumables","Recycled","Renewable electricity","REN",0,"Mass_now",2017,"EU28","deepskyblue1","nrg_bal_c","Recycled are 100% consumables"
"992","Processing","Outflows","Refinery & Material processing","Exports","Renewable electricity","REN",0,"Mass_now",2017,"EU28","deepskyblue1","nrg_bal_c",""
"1002","Sourcing","Availability","Imports","Net-available renewable non-bio","Renewable heat","REN",0,"Mass_now",2017,"EU28","deepskyblue1","nrg_bal_c",""
"1013","Sourcing","Availability","Domestic extraction","Net-available renewable non-bio","Renewable heat","REN",0.000975009381,"Mass_now",2017,"EU28","deepskyblue1","nrg_bal_c",""
"1022","Sourcing","Availability","Recycled","Net-available renewable non-bio","Renewable heat","REN",0,"Mass_now",2017,"EU28","deepskyblue1","nrg_bal_c",""
"1032","Availability","Processing","Net-available renewable non-bio","Electricity","Renewable heat","REN",4.535294e-05,"Mass_now",2017,"EU28","deepskyblue1","nrg_bal_c",""
"1042","Availability","Processing","Net-available renewable non-bio","Heat low-T","Renewable heat","REN",2.4371108e-05,"Mass_now",2017,"EU28","deepskyblue1","nrg_bal_c",""
"1052","Availability","Processing","Net-available renewable non-bio","Refinery & Material processing","Renewable heat","REN",0,"Mass_now",2017,"EU28","deepskyblue1","nrg_bal_c",""
"1062","Availability","Processing","Net-available renewable non-bio","Energy sector","Renewable heat","REN",1.7674e-08,"Mass_now",2017,"EU28","deepskyblue1","nrg_bal_c",""
"1072","Availability","Processing","Net-available renewable non-bio","Industry energy","Renewable heat","REN",0.000603329932,"Mass_now",2017,"EU28","deepskyblue1","nrg_bal_c",""
"1082","Processing","Services","Refinery & Material processing","Consumables","Renewable heat","REN",0,"Mass_now",2017,"EU28","deepskyblue1","nrg_bal_c","including also bitumen/infra stocks"
"1092","Processing","Services","Refinery & Material processing","Transport","Renewable heat","REN",0,"Mass_now",2017,"EU28","deepskyblue1","nrg_bal_c",""
"1102","Processing","Services","Heat low-T","Residential & other","Renewable heat","REN",0.0001179788032,"Mass_now",2017,"EU28","deepskyblue1","nrg_bal_c","Heat/el. shares"
"1112","Processing","Services","Electricity","Residential & other","Renewable heat","REN",0.0004719152128,"Mass_now",2017,"EU28","deepskyblue1","nrg_bal_c","Heat/el. shares"
"1122","Services","Sourcing","Consumables","Recycled","Renewable heat","REN",0,"Mass_now",2017,"EU28","deepskyblue1","nrg_bal_c","Recycled are 100% consumables"
"1132","Processing","Outflows","Refinery & Material processing","Exports","Renewable heat","REN",0,"Mass_now",2017,"EU28","deepskyblue1","nrg_bal_c",""
"1142","Sourcing","Availability","Imports","Net-available biomass","Biogenic wastes","Bio",1905.8707,"Mass_now",2017,"EU28","darkolivegreen1","nrg_bal_c",""
"1152","Sourcing","Availability","Recycled","Net-available biomass","Biogenic wastes","Bio",41688.0314,"Mass_now",2017,"EU28","darkolivegreen1","nrg_bal_c",""
"1172","Availability","Processing","Net-available biomass","Electricity","Biogenic wastes","Bio",7990.4328,"Mass_now",2017,"EU28","darkolivegreen1","nrg_bal_c",""
"1182","Availability","Processing","Net-available biomass","Heat low-T","Biogenic wastes","Bio",12163.1243,"Mass_now",2017,"EU28","darkolivegreen1","nrg_bal_c",""
"1192","Availability","Processing","Net-available biomass","Refinery & Material processing","Biogenic wastes","Bio",0,"Mass_now",2017,"EU28","darkolivegreen1","nrg_bal_c",""
"1202","Availability","Processing","Net-available biomass","Energy sector","Biogenic wastes","Bio",0,"Mass_now",2017,"EU28","darkolivegreen1","nrg_bal_c",""
"1213","Availability","Processing","Net-available biomass","Industry energy","Biogenic wastes","Bio",3721.8601,"Mass_now",2017,"EU28","darkolivegreen1","nrg_bal_c",""
"1222","Processing","Services","Refinery & Material processing","Consumables","Biogenic wastes","Bio",0,"Mass_now",2017,"EU28","darkolivegreen1","nrg_bal_c","including also bitumen/infra stocks"
"1232","Processing","Services","Refinery & Material processing","Transport","Biogenic wastes","Bio",0,"Mass_now",2017,"EU28","darkolivegreen1","nrg_bal_c",""
"1242","Processing","Services","Heat low-T","Residential & other","Biogenic wastes","Bio",153.5975,"Mass_now",2017,"EU28","darkolivegreen1","nrg_bal_c","Heat/el. shares"
"1252","Processing","Services","Electricity","Residential & other","Biogenic wastes","Bio",614.39,"Mass_now",2017,"EU28","darkolivegreen1","nrg_bal_c","Heat/el. shares"
"1262","Services","Sourcing","Consumables","Recycled","Biogenic wastes","Bio",0,"Mass_now",2017,"EU28","darkolivegreen1","nrg_bal_c","Recycled are 100% consumables"
"1272","Processing","Outflows","Refinery & Material processing","Exports","Biogenic wastes","Bio",172.46,"Mass_now",2017,"EU28","darkolivegreen1","nrg_bal_c",""
"1282","Sourcing","Availability","Imports","Net-available non-renewable","non-renewable wastes","Fossil",2045.1884,"Mass_now",2017,"EU28","darkgrey","nrg_bal_c",""
"1292","Sourcing","Availability","Recycled","Net-available non-renewable","non-renewable wastes","Fossil",59665.9695,"Mass_now",2017,"EU28","darkgrey","nrg_bal_c",""
"1313","Availability","Processing","Net-available non-renewable","Electricity","non-renewable wastes","Fossil",9069.8647,"Mass_now",2017,"EU28","darkgrey","nrg_bal_c",""
"1322","Availability","Processing","Net-available non-renewable","Heat low-T","non-renewable wastes","Fossil",12979.938,"Mass_now",2017,"EU28","darkgrey","nrg_bal_c",""
"1332","Availability","Processing","Net-available non-renewable","Refinery & Material processing","non-renewable wastes","Fossil",0,"Mass_now",2017,"EU28","darkgrey","nrg_bal_c",""
"1342","Availability","Processing","Net-available non-renewable","Energy sector","non-renewable wastes","Fossil",165.2301,"Mass_now",2017,"EU28","darkgrey","nrg_bal_c",""
"1352","Availability","Processing","Net-available non-renewable","Industry energy","non-renewable wastes","Fossil",16859.6934,"Mass_now",2017,"EU28","darkgrey","nrg_bal_c",""
"1362","Processing","Services","Refinery & Material processing","Consumables","non-renewable wastes","Fossil",0,"Mass_now",2017,"EU28","darkgrey","nrg_bal_c","including also bitumen/infra stocks"
"1372","Processing","Services","Refinery & Material processing","Transport","non-renewable wastes","Fossil",0,"Mass_now",2017,"EU28","darkgrey","nrg_bal_c",""
"1382","Processing","Services","Heat low-T","Residential & other","non-renewable wastes","Fossil",221.21248,"Mass_now",2017,"EU28","darkgrey","nrg_bal_c","Heat/el. shares"
"1392","Processing","Services","Electricity","Residential & other","non-renewable wastes","Fossil",884.84992,"Mass_now",2017,"EU28","darkgrey","nrg_bal_c","Heat/el. shares"
"1402","Services","Sourcing","Consumables","Recycled","non-renewable wastes","Fossil",0,"Mass_now",2017,"EU28","darkgrey","nrg_bal_c","Recycled are 100% consumables"
"1413","Processing","Outflows","Refinery & Material processing","Exports","non-renewable wastes","Fossil",152.94,"Mass_now",2017,"EU28","darkgrey","nrg_bal_c",""
"1422","Sourcing","Availability","Imports","Net-available renewable non-bio","Nuclear heat","REN",0,"Mass_now",2017,"EU28","deepskyblue1","nrg_bal_c",""
"1432","Sourcing","Availability","Domestic extraction","Net-available renewable non-bio","Nuclear heat","REN",0.008822656688,"Mass_now",2017,"EU28","deepskyblue1","nrg_bal_c",""
"1442","Sourcing","Availability","Recycled","Net-available renewable non-bio","Nuclear heat","REN",0,"Mass_now",2017,"EU28","deepskyblue1","nrg_bal_c",""
"1452","Availability","Processing","Net-available renewable non-bio","Electricity","Nuclear heat","REN",0.002986988648,"Mass_now",2017,"EU28","deepskyblue1","nrg_bal_c",""
"1462","Availability","Processing","Net-available renewable non-bio","Heat low-T","Nuclear heat","REN",4.337204e-06,"Mass_now",2017,"EU28","deepskyblue1","nrg_bal_c",""
"1472","Availability","Processing","Net-available renewable non-bio","Refinery & Material processing","Nuclear heat","REN",0,"Mass_now",2017,"EU28","deepskyblue1","nrg_bal_c",""
"1482","Availability","Processing","Net-available renewable non-bio","Energy sector","Nuclear heat","REN",0,"Mass_now",2017,"EU28","deepskyblue1","nrg_bal_c",""
"1492","Availability","Processing","Net-available renewable non-bio","Industry energy","Nuclear heat","REN",0,"Mass_now",2017,"EU28","deepskyblue1","nrg_bal_c",""
"1502","Processing","Services","Refinery & Material processing","Consumables","Nuclear heat","REN",0,"Mass_now",2017,"EU28","deepskyblue1","nrg_bal_c","including also bitumen/infra stocks"
"1512","Processing","Services","Refinery & Material processing","Transport","Nuclear heat","REN",0,"Mass_now",2017,"EU28","deepskyblue1","nrg_bal_c",""
"1522","Processing","Services","Heat low-T","Residential & other","Nuclear heat","REN",0,"Mass_now",2017,"EU28","deepskyblue1","nrg_bal_c","Heat/el. shares"
"1532","Processing","Services","Electricity","Residential & other","Nuclear heat","REN",0,"Mass_now",2017,"EU28","deepskyblue1","nrg_bal_c","Heat/el. shares"
"1543","Services","Sourcing","Consumables","Recycled","Nuclear heat","REN",0,"Mass_now",2017,"EU28","deepskyblue1","nrg_bal_c","Recycled are 100% consumables"
"1553","Processing","Outflows","Refinery & Material processing","Exports","Nuclear heat","REN",0,"Mass_now",2017,"EU28","deepskyblue1","nrg_bal_c",""
"15412","Processing","Services","Refinery & Material processing","Infrastructure","Fossil oil","Fossil",12956.7929370629,"Mass_now",2017,"EU28","darkgrey","nrg_bal_c",""
"15512","Processing","Services","Refinery & Material processing","Building stock","Fossil solid","Fossil",2977.62801358234,"Mass_now",2017,"EU28","darkgrey","nrg_bal_c","100% metallurgic coal, 0%longlife products, 100% construction"
"1562","Services","Sourcing","Consumables","Recycled","non-renewable wastes","Fossil",59665.9695,"Mass_now",2017,"EU28","darkgrey","nrg_bal_c","Recycled are 100% consumables"
"1572","Services","Sourcing","Consumables","Recycled","Biogenic wastes","Fossil",41688.0314,"Mass_now",2017,"EU28","darkolivegreen1","nrg_bal_c","Recycled are 100% consumables"
"1583","Processing","Outflows","Electricity","Dispersed","non-renewable wastes","Fossil",181559.46346,"Mass_now",2017,"EU28","darkgrey","nrg_bal_c derived",""
"15812","Processing","Services","Refinery & Material processing","Agri-& Silviculture","Fossil oil","Fossil",11611.071,"Mass_now",2017,"EU28","darkgrey","aei_fm_usefert","Nitrogen"
"215","Sourcing","Availability","Imports","Net-available non-renewable","Metal ores","Metal ores",247023,"Mass_now",2017,"EU28","goldenrod2","env_ac_sd",""
"314","Sourcing","Availability","Domestic extraction","Net-available non-renewable","Metal ores","Metal ores",563620,"Mass_now",2017,"EU28","goldenrod2","env_ac_sd",""
"414","Sourcing","Availability","Recycled","Net-available non-renewable","Metal ores","Metal ores",101200,"Mass_now",2017,"EU28","goldenrod2","env_ac_sd",""
"514","Availability","Processing","Net-available non-renewable","Refinery & Material processing","Metal ores","Metal ores",440689,"Mass_now",2017,"EU28","goldenrod2","env_ac_sd",""
"614","Processing","Services","Refinery & Material processing","Consumables","Metal ores","Metal ores",112321,"Mass_now",2017,"EU28","goldenrod2","env_ac_sd",""
"714","Processing","Services","Refinery & Material processing","Infrastructure","Metal ores","Metal ores",109456,"Mass_now",2017,"EU28","goldenrod2","env_ac_sd","Generic share"
"814","Processing","Services","Refinery & Material processing","Long-life products","Metal ores","Metal ores",109456,"Mass_now",2017,"EU28","goldenrod2","env_ac_sd","Generic share"
"914","Processing","Services","Refinery & Material processing","Building stock","Metal ores","Metal ores",109456,"Mass_now",2017,"EU28","goldenrod2","env_ac_sd","Generic share"
"1014","Services","Outflows","Consumables","Wasted","Metal ores","Metal ores",4800,"Mass_now",2017,"EU28","goldenrod2","env_ac_sd",""
"1113","Services","Sourcing","Consumables","Recycled","Metal ores","Metal ores",101200,"Mass_now",2017,"EU28","goldenrod2","env_ac_sd",""
"1214","Sourcing","Availability","Imports","Net-available non-renewable","Non-metallic minerals","Non-metallic minerals",91971,"Mass_now",2017,"EU28","goldenrod2","env_ac_sd",""
"1314","Sourcing","Availability","Domestic extraction","Net-available non-renewable","Non-metallic minerals","Non-metallic minerals",4006693,"Mass_now",2017,"EU28","goldenrod2","env_ac_sd",""
"1414","Sourcing","Availability","Recycled","Net-available non-renewable","Non-metallic minerals","Non-metallic minerals",773345,"Mass_now",2017,"EU28","goldenrod2","env_ac_sd",""
"1513","Availability","Processing","Net-available non-renewable","Refinery & Material processing","Non-metallic minerals","Non-metallic minerals",3892509,"Mass_now",2017,"EU28","goldenrod2","env_ac_sd",""
"163","Processing","Services","Refinery & Material processing","Consumables","Non-metallic minerals","Non-metallic minerals",1486102,"Mass_now",2017,"EU28","goldenrod2","env_ac_sd",""
"173","Processing","Services","Refinery & Material processing","Infrastructure","Non-metallic minerals","Non-metallic minerals",802135.666666667,"Mass_now",2017,"EU28","goldenrod2","env_ac_sd","Generic share"
"183","Processing","Services","Refinery & Material processing","Long-life products","Non-metallic minerals","Non-metallic minerals",802135.666666667,"Mass_now",2017,"EU28","goldenrod2","env_ac_sd","Generic share"
"193","Processing","Services","Refinery & Material processing","Building stock","Non-metallic minerals","Non-metallic minerals",802135.666666667,"Mass_now",2017,"EU28","goldenrod2","env_ac_sd","Generic share"
"203","Services","Outflows","Consumables","Wasted","Non-metallic minerals","Non-metallic minerals",615675,"Mass_now",2017,"EU28","goldenrod2","env_ac_sd",""
"216","Services","Sourcing","Consumables","Recycled","Non-metallic minerals","Non-metallic minerals",773345,"Mass_now",2017,"EU28","goldenrod2","env_ac_sd",""
"211","Processing","Services","Refinery & Material processing","Agri-& Silviculture","Phosphorus","Non-metallic minerals",1217.562,"Mass_now",2017,"EU28","goldenrod2","aei_fm_usefert",""
"217","Sourcing","Availability","Imports","Net-available non-renewable","Metal ores","Metal ores",82341,"Volume_now",2017,"EU28","goldenrod2","env_ac_sd",""
"315","Sourcing","Availability","Domestic extraction","Net-available non-renewable","Metal ores","Metal ores",187873.333333333,"Volume_now",2017,"EU28","goldenrod2","env_ac_sd",""
"415","Sourcing","Availability","Recycled","Net-available non-renewable","Metal ores","Metal ores",33733.3333333333,"Volume_now",2017,"EU28","goldenrod2","env_ac_sd",""
"515","Availability","Processing","Net-available non-renewable","Refinery & Material processing","Metal ores","Metal ores",146896.333333333,"Volume_now",2017,"EU28","goldenrod2","env_ac_sd",""
"615","Processing","Services","Refinery & Material processing","Consumables","Metal ores","Metal ores",37440.3333333333,"Volume_now",2017,"EU28","goldenrod2","env_ac_sd",""
"715","Processing","Services","Refinery & Material processing","Infrastructure","Metal ores","Metal ores",36485.3333333333,"Volume_now",2017,"EU28","goldenrod2","env_ac_sd","Generic share"
"815","Processing","Services","Refinery & Material processing","Long-life products","Metal ores","Metal ores",36485.3333333333,"Volume_now",2017,"EU28","goldenrod2","env_ac_sd","Generic share"
"915","Processing","Services","Refinery & Material processing","Building stock","Metal ores","Metal ores",36485.3333333333,"Volume_now",2017,"EU28","goldenrod2","env_ac_sd","Generic share"
"1015","Services","Outflows","Consumables","Wasted","Metal ores","Metal ores",1600,"Volume_now",2017,"EU28","goldenrod2","env_ac_sd",""
"1114","Services","Sourcing","Consumables","Recycled","Metal ores","Metal ores",33733.3333333333,"Volume_now",2017,"EU28","goldenrod2","env_ac_sd",""
"1215","Sourcing","Availability","Imports","Net-available non-renewable","Non-metallic minerals","Non-metallic minerals",45985.5,"Volume_now",2017,"EU28","goldenrod2","env_ac_sd",""
"1315","Sourcing","Availability","Domestic extraction","Net-available non-renewable","Non-metallic minerals","Non-metallic minerals",2003346.5,"Volume_now",2017,"EU28","goldenrod2","env_ac_sd",""
"1415","Sourcing","Availability","Recycled","Net-available non-renewable","Non-metallic minerals","Non-metallic minerals",386672.5,"Volume_now",2017,"EU28","goldenrod2","env_ac_sd",""
"1514","Availability","Processing","Net-available non-renewable","Refinery & Material processing","Non-metallic minerals","Non-metallic minerals",1946254.5,"Volume_now",2017,"EU28","goldenrod2","env_ac_sd",""
"164","Processing","Services","Refinery & Material processing","Consumables","Non-metallic minerals","Non-metallic minerals",743051,"Volume_now",2017,"EU28","goldenrod2","env_ac_sd",""
"174","Processing","Services","Refinery & Material processing","Infrastructure","Non-metallic minerals","Non-metallic minerals",401067.833333333,"Volume_now",2017,"EU28","goldenrod2","env_ac_sd","Generic share"
"184","Processing","Services","Refinery & Material processing","Long-life products","Non-metallic minerals","Non-metallic minerals",401067.833333333,"Volume_now",2017,"EU28","goldenrod2","env_ac_sd","Generic share"
"194","Processing","Services","Refinery & Material processing","Building stock","Non-metallic minerals","Non-metallic minerals",401067.833333333,"Volume_now",2017,"EU28","goldenrod2","env_ac_sd","Generic share"
"204","Services","Outflows","Consumables","Wasted","Non-metallic minerals","Non-metallic minerals",307837.5,"Volume_now",2017,"EU28","goldenrod2","env_ac_sd",""
"218","Services","Sourcing","Consumables","Recycled","Non-metallic minerals","Non-metallic minerals",386672.5,"Volume_now",2017,"EU28","goldenrod2","env_ac_sd",""
"2111","Processing","Services","Refinery & Material processing","Agri-& Silviculture","Phosphorus","Non-metallic minerals",608.781,"Volume_now",2017,"EU28","goldenrod2","aei_fm_usefert",""
"219","Sourcing","Availability","Imports","Net-available non-renewable","Metal ores","Metal ores",0.000247023,"Energy_now",2017,"EU28","goldenrod2","env_ac_sd",""
"316","Sourcing","Availability","Domestic extraction","Net-available non-renewable","Metal ores","Metal ores",0.00056362,"Energy_now",2017,"EU28","goldenrod2","env_ac_sd",""
"416","Sourcing","Availability","Recycled","Net-available non-renewable","Metal ores","Metal ores",0.0001012,"Energy_now",2017,"EU28","goldenrod2","env_ac_sd",""
"516","Availability","Processing","Net-available non-renewable","Refinery & Material processing","Metal ores","Metal ores",0.000440689,"Energy_now",2017,"EU28","goldenrod2","env_ac_sd",""
"616","Processing","Services","Refinery & Material processing","Consumables","Metal ores","Metal ores",0.000112321,"Energy_now",2017,"EU28","goldenrod2","env_ac_sd",""
"716","Processing","Services","Refinery & Material processing","Infrastructure","Metal ores","Metal ores",0.000109456,"Energy_now",2017,"EU28","goldenrod2","env_ac_sd","Generic share"
"816","Processing","Services","Refinery & Material processing","Long-life products","Metal ores","Metal ores",0.000109456,"Energy_now",2017,"EU28","goldenrod2","env_ac_sd","Generic share"
"916","Processing","Services","Refinery & Material processing","Building stock","Metal ores","Metal ores",0.000109456,"Energy_now",2017,"EU28","goldenrod2","env_ac_sd","Generic share"
"1016","Services","Outflows","Consumables","Wasted","Metal ores","Metal ores",4.8e-06,"Energy_now",2017,"EU28","goldenrod2","env_ac_sd",""
"1115","Services","Sourcing","Consumables","Recycled","Metal ores","Metal ores",0.0001012,"Energy_now",2017,"EU28","goldenrod2","env_ac_sd",""
