"","Source.level","Target.level","Source","Target","Label","Parent.Label","Value","Value.type","Value.info","Country","Colour","DSource","Assumption"
"212","Availability","Processing","Net-available non-renewable","Refinery & Material processing","Fossil oil","Fossil",944681.840750159,"Volume_now",2017,"EU28","darkgrey","nrg_bal_c",""
"221","Availability","Processing","Net-available non-renewable","Energy sector","Fossil oil","Fossil",33729.3254926891,"Volume_now",2017,"EU28","darkgrey","nrg_bal_c",""
"231","Availability","Processing","Net-available non-renewable","Industry energy","Fossil oil","Fossil",438052.035309388,"Volume_now",2017,"EU28","darkgrey","nrg_bal_c",""
"241","Processing","Services","Refinery & Material processing","Consumables","Fossil oil","Fossil",80524.0626721763,"Volume_now",2017,"EU28","darkgrey","nrg_bal_c","including also bitumen/infra stocks"
"251","Processing","Services","Refinery & Material processing","Transport","Fossil oil","Fossil",336357.877092604,"Volume_now",2017,"EU28","darkgrey","nrg_bal_c",""
"261","Processing","Services","Heat low-T","Residential & other","Fossil oil","Fossil",14692.8569506251,"Volume_now",2017,"EU28","darkgrey","nrg_bal_c","Heat/el. shares"
"271","Processing","Services","Electricity","Residential & other","Fossil oil","Fossil",58771.4278025005,"Volume_now",2017,"EU28","darkgrey","nrg_bal_c","Heat/el. shares"
"281","Services","Sourcing","Consumables","Recycled","Fossil oil","Fossil",1291.28922970968,"Volume_now",2017,"EU28","darkgrey","nrg_bal_c","Recycled are 100% consumables"
"291","Processing","Outflows","Refinery & Material processing","Exports","Fossil oil","Fossil",469405.68205658,"Volume_now",2017,"EU28","darkgrey","nrg_bal_c",""
"301","Sourcing","Availability","Imports","Net-available non-renewable","Fossil gas","Fossil",479265918.661322,"Volume_now",2017,"EU28","darkgrey","nrg_bal_c",""
"311","Sourcing","Availability","Domestic extraction","Net-available non-renewable","Fossil gas","Fossil",126165850.66969,"Volume_now",2017,"EU28","darkgrey","nrg_bal_c",""
"321","Sourcing","Availability","Recycled","Net-available non-renewable","Fossil gas","Fossil",0,"Volume_now",2017,"EU28","darkgrey","nrg_bal_c",""
"331","Availability","Processing","Net-available non-renewable","Electricity","Fossil gas","Fossil",69793318.6169094,"Volume_now",2017,"EU28","darkgrey","nrg_bal_c",""
"341","Availability","Processing","Net-available non-renewable","Heat low-T","Fossil gas","Fossil",26539196.7228443,"Volume_now",2017,"EU28","darkgrey","nrg_bal_c",""
"351","Availability","Processing","Net-available non-renewable","Refinery & Material processing","Fossil gas","Fossil",18753918.9710385,"Volume_now",2017,"EU28","darkgrey","nrg_bal_c",""
"361","Availability","Processing","Net-available non-renewable","Energy sector","Fossil gas","Fossil",20596775.4084757,"Volume_now",2017,"EU28","darkgrey","nrg_bal_c",""
"371","Availability","Processing","Net-available non-renewable","Industry energy","Fossil gas","Fossil",291826923.517449,"Volume_now",2017,"EU28","darkgrey","nrg_bal_c",""
"381","Processing","Services","Refinery & Material processing","Consumables","Fossil gas","Fossil",18753918.9710385,"Volume_now",2017,"EU28","darkgrey","nrg_bal_c","including also bitumen/infra stocks"
"391","Processing","Services","Refinery & Material processing","Transport","Fossil gas","Fossil",3948079.69659428,"Volume_now",2017,"EU28","darkgrey","nrg_bal_c",""
"401","Processing","Services","Heat low-T","Residential & other","Fossil gas","Fossil",37226181.4181529,"Volume_now",2017,"EU28","darkgrey","nrg_bal_c","Heat/el. shares"
"411","Processing","Services","Electricity","Residential & other","Fossil gas","Fossil",148904725.672612,"Volume_now",2017,"EU28","darkgrey","nrg_bal_c","Heat/el. shares"
"421","Services","Sourcing","Consumables","Recycled","Fossil gas","Fossil",0,"Volume_now",2017,"EU28","darkgrey","nrg_bal_c","Recycled are 100% consumables"
"431","Processing","Outflows","Refinery & Material processing","Exports","Fossil gas","Fossil",117878213.517683,"Volume_now",2017,"EU28","darkgrey","nrg_bal_c",""
"441","Sourcing","Availability","Imports","Net-available biomass","Biogases","Bio",0,"Volume_now",2017,"EU28","darkolivegreen1","nrg_bal_c",""
"451","Sourcing","Availability","Domestic extraction","Net-available biomass","Biogases","Bio",21153306.955309,"Volume_now",2017,"EU28","darkolivegreen1","nrg_bal_c",""
"461","Sourcing","Availability","Recycled","Net-available biomass","Biogases","Bio",0,"Volume_now",2017,"EU28","darkolivegreen1","nrg_bal_c",""
"471","Availability","Processing","Net-available biomass","Electricity","Biogases","Bio",6734976.77521072,"Volume_now",2017,"EU28","darkolivegreen1","nrg_bal_c",""
"481","Availability","Processing","Net-available biomass","Heat low-T","Biogases","Bio",894779.637377964,"Volume_now",2017,"EU28","darkolivegreen1","nrg_bal_c",""
"491","Availability","Processing","Net-available biomass","Refinery & Material processing","Biogases","Bio",0,"Volume_now",2017,"EU28","darkolivegreen1","nrg_bal_c",""
"501","Availability","Processing","Net-available biomass","Energy sector","Biogases","Bio",696986.750348675,"Volume_now",2017,"EU28","darkolivegreen1","nrg_bal_c",""
"511","Availability","Processing","Net-available biomass","Industry energy","Biogases","Bio",3463497.60475411,"Volume_now",2017,"EU28","darkolivegreen1","nrg_bal_c",""
"521","Processing","Services","Refinery & Material processing","Consumables","Biogases","Bio",0,"Volume_now",2017,"EU28","darkolivegreen1","nrg_bal_c","including also bitumen/infra stocks"
"531","Processing","Services","Refinery & Material processing","Transport","Biogases","Bio",190453.24722576,"Volume_now",2017,"EU28","darkolivegreen1","nrg_bal_c",""
"541","Processing","Services","Heat low-T","Residential & other","Biogases","Bio",517996.307076587,"Volume_now",2017,"EU28","darkolivegreen1","nrg_bal_c","Heat/el. shares"
"551","Processing","Services","Electricity","Residential & other","Biogases","Bio",2071985.22830635,"Volume_now",2017,"EU28","darkolivegreen1","nrg_bal_c","Heat/el. shares"
"561","Services","Sourcing","Consumables","Recycled","Biogases","Bio",0,"Volume_now",2017,"EU28","darkolivegreen1","nrg_bal_c","Recycled are 100% consumables"
"571","Processing","Outflows","Refinery & Material processing","Exports","Biogases","Bio",0,"Volume_now",2017,"EU28","darkolivegreen1","nrg_bal_c",""
"581","Sourcing","Availability","Imports","Net-available biomass","Bio solid","Bio",40802.4669,"Volume_now",2017,"EU28","darkolivegreen1","nrg_bal_c",""
"591","Sourcing","Availability","Domestic extraction","Net-available biomass","Bio solid","Bio",396317.011,"Volume_now",2017,"EU28","darkolivegreen1","nrg_bal_c",""
"601","Sourcing","Availability","Recycled","Net-available biomass","Bio solid","Bio",0,"Volume_now",2017,"EU28","darkolivegreen1","nrg_bal_c",""
"611","Availability","Processing","Net-available biomass","Electricity","Bio solid","Bio",34121.0907,"Volume_now",2017,"EU28","darkolivegreen1","nrg_bal_c",""
"621","Availability","Processing","Net-available biomass","Heat low-T","Bio solid","Bio",45782.6547,"Volume_now",2017,"EU28","darkolivegreen1","nrg_bal_c",""
"631","Availability","Processing","Net-available biomass","Refinery & Material processing","Bio solid","Bio",0,"Volume_now",2017,"EU28","darkolivegreen1","nrg_bal_c",""
"641","Availability","Processing","Net-available biomass","Energy sector","Bio solid","Bio",111.5091,"Volume_now",2017,"EU28","darkolivegreen1","nrg_bal_c",""
"651","Availability","Processing","Net-available biomass","Industry energy","Bio solid","Bio",289994.738,"Volume_now",2017,"EU28","darkolivegreen1","nrg_bal_c",""
"661","Processing","Services","Refinery & Material processing","Consumables","Bio solid","Bio",0,"Volume_now",2017,"EU28","darkolivegreen1","nrg_bal_c","including also bitumen/infra stocks"
"671","Processing","Services","Refinery & Material processing","Transport","Bio solid","Bio",0.5362,"Volume_now",2017,"EU28","darkolivegreen1","nrg_bal_c",""
"681","Processing","Services","Heat low-T","Residential & other","Bio solid","Bio",40356.73454,"Volume_now",2017,"EU28","darkolivegreen1","nrg_bal_c","Heat/el. shares"
"691","Processing","Services","Electricity","Residential & other","Bio solid","Bio",161426.93816,"Volume_now",2017,"EU28","darkolivegreen1","nrg_bal_c","Heat/el. shares"
"701","Services","Sourcing","Consumables","Recycled","Bio solid","Bio",0,"Volume_now",2017,"EU28","darkolivegreen1","nrg_bal_c","Recycled are 100% consumables"
"711","Processing","Outflows","Refinery & Material processing","Exports","Bio solid","Bio",19713.0757,"Volume_now",2017,"EU28","darkolivegreen1","nrg_bal_c",""
"721","Sourcing","Availability","Imports","Net-available biomass","Bio liquid","Bio",1188.63561470215,"Volume_now",2017,"EU28","darkolivegreen1","nrg_bal_c",""
"731","Sourcing","Availability","Domestic extraction","Net-available biomass","Bio liquid","Bio",781.258724123363,"Volume_now",2017,"EU28","darkolivegreen1","nrg_bal_c",""
"741","Sourcing","Availability","Recycled","Net-available biomass","Bio liquid","Bio",0,"Volume_now",2017,"EU28","darkolivegreen1","nrg_bal_c",""
"751","Availability","Processing","Net-available biomass","Electricity","Bio liquid","Bio",754.860709759189,"Volume_now",2017,"EU28","darkolivegreen1","nrg_bal_c",""
"761","Availability","Processing","Net-available biomass","Heat low-T","Bio liquid","Bio",174.723405154204,"Volume_now",2017,"EU28","darkolivegreen1","nrg_bal_c",""
"771","Availability","Processing","Net-available biomass","Refinery & Material processing","Bio liquid","Bio",0,"Volume_now",2017,"EU28","darkolivegreen1","nrg_bal_c",""
"781","Availability","Processing","Net-available biomass","Energy sector","Bio liquid","Bio",79.9111111111111,"Volume_now",2017,"EU28","darkolivegreen1","nrg_bal_c",""
"791","Availability","Processing","Net-available biomass","Industry energy","Bio liquid","Bio",113.485931558935,"Volume_now",2017,"EU28","darkolivegreen1","nrg_bal_c",""
"801","Processing","Services","Refinery & Material processing","Consumables","Bio liquid","Bio",0,"Volume_now",2017,"EU28","darkolivegreen1","nrg_bal_c","including also bitumen/infra stocks"
"811","Processing","Services","Refinery & Material processing","Transport","Bio liquid","Bio",2.98825517532742,"Volume_now",2017,"EU28","darkolivegreen1","nrg_bal_c",""
"821","Processing","Services","Heat low-T","Residential & other","Bio liquid","Bio",10.5990705534432,"Volume_now",2017,"EU28","darkolivegreen1","nrg_bal_c","Heat/el. shares"
"831","Processing","Services","Electricity","Residential & other","Bio liquid","Bio",42.3962822137727,"Volume_now",2017,"EU28","darkolivegreen1","nrg_bal_c","Heat/el. shares"
"841","Services","Sourcing","Consumables","Recycled","Bio liquid","Bio",0,"Volume_now",2017,"EU28","darkolivegreen1","nrg_bal_c","Recycled are 100% consumables"
"851","Processing","Outflows","Refinery & Material processing","Exports","Bio liquid","Bio",0,"Volume_now",2017,"EU28","darkolivegreen1","nrg_bal_c",""
"861","Sourcing","Availability","Imports","Net-available renewable non-bio","Renewable electricity","REN",0,"Volume_now",2017,"EU28","deepskyblue1","nrg_bal_c",""
"871","Sourcing","Availability","Domestic extraction","Net-available renewable non-bio","Renewable electricity","REN",2.794442696e-12,"Volume_now",2017,"EU28","deepskyblue1","nrg_bal_c",""
"881","Sourcing","Availability","Recycled","Net-available renewable non-bio","Renewable electricity","REN",0,"Volume_now",2017,"EU28","deepskyblue1","nrg_bal_c",""
"891","Availability","Processing","Net-available renewable non-bio","Electricity","Renewable electricity","REN",2.90600481e-12,"Volume_now",2017,"EU28","deepskyblue1","nrg_bal_c",""
"901","Availability","Processing","Net-available renewable non-bio","Heat low-T","Renewable electricity","REN",0,"Volume_now",2017,"EU28","deepskyblue1","nrg_bal_c",""
"911","Availability","Processing","Net-available renewable non-bio","Refinery & Material processing","Renewable electricity","REN",0,"Volume_now",2017,"EU28","deepskyblue1","nrg_bal_c",""
"921","Availability","Processing","Net-available renewable non-bio","Energy sector","Renewable electricity","REN",0,"Volume_now",2017,"EU28","deepskyblue1","nrg_bal_c",""
"931","Availability","Processing","Net-available renewable non-bio","Industry energy","Renewable electricity","REN",0,"Volume_now",2017,"EU28","deepskyblue1","nrg_bal_c",""
"941","Processing","Services","Refinery & Material processing","Consumables","Renewable electricity","REN",0,"Volume_now",2017,"EU28","deepskyblue1","nrg_bal_c","including also bitumen/infra stocks"
"951","Processing","Services","Refinery & Material processing","Transport","Renewable electricity","REN",0,"Volume_now",2017,"EU28","deepskyblue1","nrg_bal_c",""
"961","Processing","Services","Heat low-T","Residential & other","Renewable electricity","REN",0,"Volume_now",2017,"EU28","deepskyblue1","nrg_bal_c","Heat/el. shares"
"971","Processing","Services","Electricity","Residential & other","Renewable electricity","REN",0,"Volume_now",2017,"EU28","deepskyblue1","nrg_bal_c","Heat/el. shares"
"981","Services","Sourcing","Consumables","Recycled","Renewable electricity","REN",0,"Volume_now",2017,"EU28","deepskyblue1","nrg_bal_c","Recycled are 100% consumables"
"991","Processing","Outflows","Refinery & Material processing","Exports","Renewable electricity","REN",0,"Volume_now",2017,"EU28","deepskyblue1","nrg_bal_c",""
"1001","Sourcing","Availability","Imports","Net-available renewable non-bio","Renewable heat","REN",0,"Volume_now",2017,"EU28","deepskyblue1","nrg_bal_c",""
"1011","Sourcing","Availability","Domestic extraction","Net-available renewable non-bio","Renewable heat","REN",9.75009381e-13,"Volume_now",2017,"EU28","deepskyblue1","nrg_bal_c",""
"1021","Sourcing","Availability","Recycled","Net-available renewable non-bio","Renewable heat","REN",0,"Volume_now",2017,"EU28","deepskyblue1","nrg_bal_c",""
"1031","Availability","Processing","Net-available renewable non-bio","Electricity","Renewable heat","REN",4.535294e-14,"Volume_now",2017,"EU28","deepskyblue1","nrg_bal_c",""
"1041","Availability","Processing","Net-available renewable non-bio","Heat low-T","Renewable heat","REN",2.4371108e-14,"Volume_now",2017,"EU28","deepskyblue1","nrg_bal_c",""
"1051","Availability","Processing","Net-available renewable non-bio","Refinery & Material processing","Renewable heat","REN",0,"Volume_now",2017,"EU28","deepskyblue1","nrg_bal_c",""
"1061","Availability","Processing","Net-available renewable non-bio","Energy sector","Renewable heat","REN",1.7674e-17,"Volume_now",2017,"EU28","deepskyblue1","nrg_bal_c",""
"1071","Availability","Processing","Net-available renewable non-bio","Industry energy","Renewable heat","REN",6.03329932e-13,"Volume_now",2017,"EU28","deepskyblue1","nrg_bal_c",""
"1081","Processing","Services","Refinery & Material processing","Consumables","Renewable heat","REN",0,"Volume_now",2017,"EU28","deepskyblue1","nrg_bal_c","including also bitumen/infra stocks"
"1091","Processing","Services","Refinery & Material processing","Transport","Renewable heat","REN",0,"Volume_now",2017,"EU28","deepskyblue1","nrg_bal_c",""
"1101","Processing","Services","Heat low-T","Residential & other","Renewable heat","REN",1.179788032e-13,"Volume_now",2017,"EU28","deepskyblue1","nrg_bal_c","Heat/el. shares"
"1111","Processing","Services","Electricity","Residential & other","Renewable heat","REN",4.719152128e-13,"Volume_now",2017,"EU28","deepskyblue1","nrg_bal_c","Heat/el. shares"
"1121","Services","Sourcing","Consumables","Recycled","Renewable heat","REN",0,"Volume_now",2017,"EU28","deepskyblue1","nrg_bal_c","Recycled are 100% consumables"
"1131","Processing","Outflows","Refinery & Material processing","Exports","Renewable heat","REN",0,"Volume_now",2017,"EU28","deepskyblue1","nrg_bal_c",""
"1141","Sourcing","Availability","Imports","Net-available biomass","Biogenic wastes","Bio",1905.8707,"Volume_now",2017,"EU28","darkolivegreen1","nrg_bal_c",""
"1151","Sourcing","Availability","Recycled","Net-available biomass","Biogenic wastes","Bio",41688.0314,"Volume_now",2017,"EU28","darkolivegreen1","nrg_bal_c",""
"1171","Availability","Processing","Net-available biomass","Electricity","Biogenic wastes","Bio",7990.4328,"Volume_now",2017,"EU28","darkolivegreen1","nrg_bal_c",""
"1181","Availability","Processing","Net-available biomass","Heat low-T","Biogenic wastes","Bio",12163.1243,"Volume_now",2017,"EU28","darkolivegreen1","nrg_bal_c",""
"1191","Availability","Processing","Net-available biomass","Refinery & Material processing","Biogenic wastes","Bio",0,"Volume_now",2017,"EU28","darkolivegreen1","nrg_bal_c",""
"1201","Availability","Processing","Net-available biomass","Energy sector","Biogenic wastes","Bio",0,"Volume_now",2017,"EU28","darkolivegreen1","nrg_bal_c",""
"1211","Availability","Processing","Net-available biomass","Industry energy","Biogenic wastes","Bio",3721.8601,"Volume_now",2017,"EU28","darkolivegreen1","nrg_bal_c",""
"1221","Processing","Services","Refinery & Material processing","Consumables","Biogenic wastes","Bio",0,"Volume_now",2017,"EU28","darkolivegreen1","nrg_bal_c","including also bitumen/infra stocks"
"1231","Processing","Services","Refinery & Material processing","Transport","Biogenic wastes","Bio",0,"Volume_now",2017,"EU28","darkolivegreen1","nrg_bal_c",""
"1241","Processing","Services","Heat low-T","Residential & other","Biogenic wastes","Bio",153.5975,"Volume_now",2017,"EU28","darkolivegreen1","nrg_bal_c","Heat/el. shares"
"1251","Processing","Services","Electricity","Residential & other","Biogenic wastes","Bio",614.39,"Volume_now",2017,"EU28","darkolivegreen1","nrg_bal_c","Heat/el. shares"
"1261","Services","Sourcing","Consumables","Recycled","Biogenic wastes","Bio",0,"Volume_now",2017,"EU28","darkolivegreen1","nrg_bal_c","Recycled are 100% consumables"
"1271","Processing","Outflows","Refinery & Material processing","Exports","Biogenic wastes","Bio",172.46,"Volume_now",2017,"EU28","darkolivegreen1","nrg_bal_c",""
"1281","Sourcing","Availability","Imports","Net-available non-renewable","non-renewable wastes","Fossil",2045.1884,"Volume_now",2017,"EU28","darkgrey","nrg_bal_c",""
"1291","Sourcing","Availability","Recycled","Net-available non-renewable","non-renewable wastes","Fossil",59665.9695,"Volume_now",2017,"EU28","darkgrey","nrg_bal_c",""
"1311","Availability","Processing","Net-available non-renewable","Electricity","non-renewable wastes","Fossil",9069.8647,"Volume_now",2017,"EU28","darkgrey","nrg_bal_c",""
"1321","Availability","Processing","Net-available non-renewable","Heat low-T","non-renewable wastes","Fossil",12979.938,"Volume_now",2017,"EU28","darkgrey","nrg_bal_c",""
"1331","Availability","Processing","Net-available non-renewable","Refinery & Material processing","non-renewable wastes","Fossil",0,"Volume_now",2017,"EU28","darkgrey","nrg_bal_c",""
"1341","Availability","Processing","Net-available non-renewable","Energy sector","non-renewable wastes","Fossil",165.2301,"Volume_now",2017,"EU28","darkgrey","nrg_bal_c",""
"1351","Availability","Processing","Net-available non-renewable","Industry energy","non-renewable wastes","Fossil",16859.6934,"Volume_now",2017,"EU28","darkgrey","nrg_bal_c",""
"1361","Processing","Services","Refinery & Material processing","Consumables","non-renewable wastes","Fossil",0,"Volume_now",2017,"EU28","darkgrey","nrg_bal_c","including also bitumen/infra stocks"
"1371","Processing","Services","Refinery & Material processing","Transport","non-renewable wastes","Fossil",0,"Volume_now",2017,"EU28","darkgrey","nrg_bal_c",""
"1381","Processing","Services","Heat low-T","Residential & other","non-renewable wastes","Fossil",221.21248,"Volume_now",2017,"EU28","darkgrey","nrg_bal_c","Heat/el. shares"
"1391","Processing","Services","Electricity","Residential & other","non-renewable wastes","Fossil",884.84992,"Volume_now",2017,"EU28","darkgrey","nrg_bal_c","Heat/el. shares"
"1401","Services","Sourcing","Consumables","Recycled","non-renewable wastes","Fossil",0,"Volume_now",2017,"EU28","darkgrey","nrg_bal_c","Recycled are 100% consumables"
"1411","Processing","Outflows","Refinery & Material processing","Exports","non-renewable wastes","Fossil",152.94,"Volume_now",2017,"EU28","darkgrey","nrg_bal_c",""
"1421","Sourcing","Availability","Imports","Net-available renewable non-bio","Nuclear heat","REN",0,"Volume_now",2017,"EU28","deepskyblue1","nrg_bal_c",""
"1431","Sourcing","Availability","Domestic extraction","Net-available renewable non-bio","Nuclear heat","REN",8.822656688e-12,"Volume_now",2017,"EU28","deepskyblue1","nrg_bal_c",""
"1441","Sourcing","Availability","Recycled","Net-available renewable non-bio","Nuclear heat","REN",0,"Volume_now",2017,"EU28","deepskyblue1","nrg_bal_c",""
"1451","Availability","Processing","Net-available renewable non-bio","Electricity","Nuclear heat","REN",2.986988648e-12,"Volume_now",2017,"EU28","deepskyblue1","nrg_bal_c",""
"1461","Availability","Processing","Net-available renewable non-bio","Heat low-T","Nuclear heat","REN",4.337204e-15,"Volume_now",2017,"EU28","deepskyblue1","nrg_bal_c",""
"1471","Availability","Processing","Net-available renewable non-bio","Refinery & Material processing","Nuclear heat","REN",0,"Volume_now",2017,"EU28","deepskyblue1","nrg_bal_c",""
"1481","Availability","Processing","Net-available renewable non-bio","Energy sector","Nuclear heat","REN",0,"Volume_now",2017,"EU28","deepskyblue1","nrg_bal_c",""
"1491","Availability","Processing","Net-available renewable non-bio","Industry energy","Nuclear heat","REN",0,"Volume_now",2017,"EU28","deepskyblue1","nrg_bal_c",""
"1501","Processing","Services","Refinery & Material processing","Consumables","Nuclear heat","REN",0,"Volume_now",2017,"EU28","deepskyblue1","nrg_bal_c","including also bitumen/infra stocks"
"1511","Processing","Services","Refinery & Material processing","Transport","Nuclear heat","REN",0,"Volume_now",2017,"EU28","deepskyblue1","nrg_bal_c",""
"1521","Processing","Services","Heat low-T","Residential & other","Nuclear heat","REN",0,"Volume_now",2017,"EU28","deepskyblue1","nrg_bal_c","Heat/el. shares"
"1531","Processing","Services","Electricity","Residential & other","Nuclear heat","REN",0,"Volume_now",2017,"EU28","deepskyblue1","nrg_bal_c","Heat/el. shares"
"1542","Services","Sourcing","Consumables","Recycled","Nuclear heat","REN",0,"Volume_now",2017,"EU28","deepskyblue1","nrg_bal_c","Recycled are 100% consumables"
"1552","Processing","Outflows","Refinery & Material processing","Exports","Nuclear heat","REN",0,"Volume_now",2017,"EU28","deepskyblue1","nrg_bal_c",""
"15411","Processing","Services","Refinery & Material processing","Infrastructure","Fossil oil","Fossil",14723.6283375715,"Volume_now",2017,"EU28","darkgrey","nrg_bal_c",""
"15511","Processing","Services","Refinery & Material processing","Building stock","Fossil solid","Fossil",2255.77879816844,"Volume_now",2017,"EU28","darkgrey","nrg_bal_c","100% metallurgic coal, 0%longlife products, 100% construction"
"1561","Services","Sourcing","Consumables","Recycled","non-renewable wastes","Fossil",59665.9695,"Volume_now",2017,"EU28","darkgrey","nrg_bal_c","Recycled are 100% consumables"
"1571","Services","Sourcing","Consumables","Recycled","Biogenic wastes","Fossil",41688.0314,"Volume_now",2017,"EU28","darkolivegreen1","nrg_bal_c","Recycled are 100% consumables"
"1582","Processing","Outflows","Electricity","Dispersed","non-renewable wastes","Fossil",181559.46346,"Volume_now",2017,"EU28","darkgrey","nrg_bal_c derived",""
"15811","Processing","Services","Refinery & Material processing","Agri-& Silviculture","Fossil oil","Fossil",13194.3988636364,"Volume_now",2017,"EU28","darkgrey","aei_fm_usefert","Nitrogen"
"213","Sourcing","Availability","Imports","Net-available non-renewable","Fossil solid","Fossil",205332.970840407,"Mass_now",2017,"EU28","darkgrey","nrg_bal_c",""
"312","Sourcing","Availability","Domestic extraction","Net-available non-renewable","Fossil solid","Fossil",221221.582979626,"Mass_now",2017,"EU28","darkgrey","nrg_bal_c",""
"412","Sourcing","Availability","Recycled","Net-available non-renewable","Fossil solid","Fossil",859.305008488964,"Mass_now",2017,"EU28","darkgrey","nrg_bal_c",""
"512","Availability","Processing","Net-available non-renewable","Electricity","Fossil solid","Fossil",101058.700212224,"Mass_now",2017,"EU28","darkgrey","nrg_bal_c",""
"612","Availability","Processing","Net-available non-renewable","Heat low-T","Fossil solid","Fossil",23665.8232173175,"Mass_now",2017,"EU28","darkgrey","nrg_bal_c",""
"712","Availability","Processing","Net-available non-renewable","Refinery & Material processing","Fossil solid","Fossil",2868.47385398981,"Mass_now",2017,"EU28","darkgrey","nrg_bal_c",""
"812","Availability","Processing","Net-available non-renewable","Energy sector","Fossil solid","Fossil",1163.2015704584,"Mass_now",2017,"EU28","darkgrey","nrg_bal_c",""
"912","Availability","Processing","Net-available non-renewable","Industry energy","Fossil solid","Fossil",45490.8565789474,"Mass_now",2017,"EU28","darkgrey","nrg_bal_c",""
"1012","Processing","Services","Refinery & Material processing","Consumables","Fossil solid","Fossil",0,"Mass_now",2017,"EU28","darkgrey","nrg_bal_c","including also bitumen/infra stocks"
"1110","Processing","Services","Refinery & Material processing","Transport","Fossil solid","Fossil",19.8530560271647,"Mass_now",2017,"EU28","darkgrey","nrg_bal_c",""
"1212","Processing","Services","Heat low-T","Residential & other","Fossil solid","Fossil",3987.27188455009,"Mass_now",2017,"EU28","darkgrey","nrg_bal_c","Heat/el. shares"
"1312","Processing","Services","Electricity","Residential & other","Fossil solid","Fossil",15949.0875382003,"Mass_now",2017,"EU28","darkgrey","nrg_bal_c","Heat/el. shares"
"1412","Services","Sourcing","Consumables","Recycled","Fossil solid","Fossil",859.305008488964,"Mass_now",2017,"EU28","darkgrey","nrg_bal_c","Recycled are 100% consumables"
"1510","Processing","Outflows","Refinery & Material processing","Exports","Fossil solid","Fossil",26642.8118421053,"Mass_now",2017,"EU28","darkgrey","nrg_bal_c",""
"162","Sourcing","Availability","Imports","Net-available non-renewable","Fossil oil","Fossil",944651.313682984,"Mass_now",2017,"EU28","darkgrey","nrg_bal_c",""
"172","Sourcing","Availability","Domestic extraction","Net-available non-renewable","Fossil oil","Fossil",71703.9964102564,"Mass_now",2017,"EU28","darkgrey","nrg_bal_c",""
"182","Sourcing","Availability","Recycled","Net-available non-renewable","Fossil oil","Fossil",1136.33452214452,"Mass_now",2017,"EU28","darkgrey","nrg_bal_c",""
"192","Availability","Processing","Net-available non-renewable","Electricity","Fossil oil","Fossil",5060.16503496503,"Mass_now",2017,"EU28","darkgrey","nrg_bal_c",""
"202","Availability","Processing","Net-available non-renewable","Heat low-T","Fossil oil","Fossil",2290.37424242424,"Mass_now",2017,"EU28","darkgrey","nrg_bal_c",""
"214","Availability","Processing","Net-available non-renewable","Refinery & Material processing","Fossil oil","Fossil",831320.01986014,"Mass_now",2017,"EU28","darkgrey","nrg_bal_c",""
"222","Availability","Processing","Net-available non-renewable","Energy sector","Fossil oil","Fossil",29681.8064335664,"Mass_now",2017,"EU28","darkgrey","nrg_bal_c",""
"232","Availability","Processing","Net-available non-renewable","Industry energy","Fossil oil","Fossil",385485.791072261,"Mass_now",2017,"EU28","darkgrey","nrg_bal_c",""
"242","Processing","Services","Refinery & Material processing","Consumables","Fossil oil","Fossil",70861.1751515152,"Mass_now",2017,"EU28","darkgrey","nrg_bal_c","including also bitumen/infra stocks"
"252","Processing","Services","Refinery & Material processing","Transport","Fossil oil","Fossil",295994.931841492,"Mass_now",2017,"EU28","darkgrey","nrg_bal_c",""
"262","Processing","Services","Heat low-T","Residential & other","Fossil oil","Fossil",12929.7141165501,"Mass_now",2017,"EU28","darkgrey","nrg_bal_c","Heat/el. shares"
"272","Processing","Services","Electricity","Residential & other","Fossil oil","Fossil",51718.8564662005,"Mass_now",2017,"EU28","darkgrey","nrg_bal_c","Heat/el. shares"
"282","Services","Sourcing","Consumables","Recycled","Fossil oil","Fossil",1136.33452214452,"Mass_now",2017,"EU28","darkgrey","nrg_bal_c","Recycled are 100% consumables"
"292","Processing","Outflows","Refinery & Material processing","Exports","Fossil oil","Fossil",413077.00020979,"Mass_now",2017,"EU28","darkgrey","nrg_bal_c",""
"302","Sourcing","Availability","Imports","Net-available non-renewable","Fossil gas","Fossil",343633.663680168,"Mass_now",2017,"EU28","darkgrey","nrg_bal_c",""
"313","Sourcing","Availability","Domestic extraction","Net-available non-renewable","Fossil gas","Fossil",90460.9149301676,"Mass_now",2017,"EU28","darkgrey","nrg_bal_c",""
"322","Sourcing","Availability","Recycled","Net-available non-renewable","Fossil gas","Fossil",0,"Mass_now",2017,"EU28","darkgrey","nrg_bal_c",""
"332","Availability","Processing","Net-available non-renewable","Electricity","Fossil gas","Fossil",50041.809448324,"Mass_now",2017,"EU28","darkgrey","nrg_bal_c",""
"342","Availability","Processing","Net-available non-renewable","Heat low-T","Fossil gas","Fossil",19028.6040502793,"Mass_now",2017,"EU28","darkgrey","nrg_bal_c",""
"352","Availability","Processing","Net-available non-renewable","Refinery & Material processing","Fossil gas","Fossil",13446.5599022346,"Mass_now",2017,"EU28","darkgrey","nrg_bal_c",""
"362","Availability","Processing","Net-available non-renewable","Energy sector","Fossil gas","Fossil",14767.8879678771,"Mass_now",2017,"EU28","darkgrey","nrg_bal_c",""
