Model,Scenario,Region,Source.level,Target.level,Variable,Source,Target,Label,Parent.Label,Value,unit,year,Country,Colour,DSource
1,1,A,Processing,Back-outflows,Processing|Back-outflows231,Food industry,Dispersed,Oil crops (Losses),Agriculture biomass,13596.45984128,kt,2017,EU28,darkolivegreen1,datam.jrc/biomass_flows
1,1,A,Processing,Back-outflows,Processing|Back-outflows232,Food industry,Dispersed,Fruits (Losses),Agriculture biomass,347.05683576,kt,2017,EU28,darkolivegreen1,datam.jrc/biomass_flows
1,1,A,Processing,Back-outflows,Processing|Back-outflows233,Food industry,Dispersed,Olive trees (Losses),Agriculture biomass,1428.26014464,kt,2017,EU28,darkolivegreen1,datam.jrc/biomass_flows
1,1,A,Processing,Back-outflows,Processing|Back-outflows234,Food industry,Dispersed,Other industrial crops (Losses),Agriculture biomass,14.26541792,kt,2017,EU28,darkolivegreen1,datam.jrc/biomass_flows
1,1,A,Processing,Back-outflows,Processing|Back-outflows235,Food industry,Dispersed,Fodder crops (Losses),Agriculture biomass,0,kt,2017,EU28,darkolivegreen1,datam.jrc/biomass_flows
1,1,A,Processing,Back-outflows,Processing|Back-outflows236,Food industry,Dispersed,Vegetables (Losses),Agriculture biomass,0,kt,2017,EU28,darkolivegreen1,datam.jrc/biomass_flows
1,1,A,Processing,Back-outflows,Processing|Back-outflows237,Food industry,Dispersed,Pulses & protein crops (Losses),Agriculture biomass,0,kt,2017,EU28,darkolivegreen1,datam.jrc/biomass_flows
1,1,A,Processing,Back-outflows,Processing|Back-outflows238,Food industry,Dispersed,Fibre Crops (Losses),Agriculture biomass,0,kt,2017,EU28,darkolivegreen1,datam.jrc/biomass_flows
1,1,A,Processing,Back-outflows,Processing|Back-outflows239,Food industry,Dispersed,Agriculture biomass (Losses),Agriculture biomass,170161.781487609,kt,2017,EU28,darkolivegreen1,datam.jrc/biomass_flows
1,1,A,Processing,Services,Processing|Services240,Refinery & Material processing,Consumables,Agriculture biomass,Agriculture biomass,1111.248028,kt,2017,EU28,darkolivegreen1,datam.jrc/biomass_flows
1,1,A,Processing,Services,Processing|Services241,Refinery & Material processing,Long-life products,By- & co-products (incl. wood pellets),Forestry biomass,16870.7608343888,kt,2017,EU28,darkolivegreen1,datam.jrc/biomass_flows
1,1,A,Processing,Services,Processing|Services242,Refinery & Material processing,Long-life products,Primary woody biomass,Forestry biomass,55965.2522514817,kt,2017,EU28,darkolivegreen1,datam.jrc/biomass_flows
1,1,A,Sourcing,Availability,Sourcing|Availability243,Imports,Net-available non-renewable,Metal ores,Metal ores,247023,kt,2017,EU28,goldenrod2,env_ac_sd
1,1,A,Sourcing,Availability,Sourcing|Availability244,Domestic extraction,Net-available non-renewable,Metal ores,Metal ores,563620,kt,2017,EU28,goldenrod2,env_ac_sd
1,1,A,Back-outflows,Availability,Back-outflows|Availability245,Recycled,Net-available non-renewable,Metal ores,Metal ores,101200,kt,2017,EU28,goldenrod2,env_ac_sd
1,1,A,Availability,Processing,Availability|Processing246,Net-available non-renewable,Refinery & Material processing,Metal ores,Metal ores,440689,kt,2017,EU28,goldenrod2,env_ac_sd
1,1,A,Availability,Processing,Availability|Processing247,Refinery & Material processing,Consumables,Metal ores,Metal ores,112321,kt,2017,EU28,goldenrod2,env_ac_sd
1,1,A,Processing,Services,Processing|Services248,Refinery & Material processing,Infrastructure,Metal ores,Metal ores,109456,kt,2017,EU28,goldenrod2,env_ac_sd
1,1,A,Processing,Services,Processing|Services249,Refinery & Material processing,Long-life products,Metal ores,Metal ores,109456,kt,2017,EU28,goldenrod2,env_ac_sd
1,1,A,Processing,Services,Processing|Services250,Refinery & Material processing,Building stock,Metal ores,Metal ores,109456,kt,2017,EU28,goldenrod2,env_ac_sd
1,1,A,Services,Back-outflows,Services|Back-outflows251,Consumables,Wasted,Metal ores,Metal ores,4800,kt,2017,EU28,goldenrod2,env_ac_sd
1,1,A,Services,Back-outflows,Services|Back-outflows252,Consumables,Recycled,Metal ores,Metal ores,101200,kt,2017,EU28,goldenrod2,env_ac_sd
1,1,A,Sourcing,Availability,Sourcing|Availability253,Imports,Net-available non-renewable,Non-metallic minerals,Non-metallic minerals,91971,kt,2017,EU28,goldenrod2,env_ac_sd
1,1,A,Sourcing,Availability,Sourcing|Availability254,Domestic extraction,Net-available non-renewable,Non-metallic minerals,Non-metallic minerals,4006693,kt,2017,EU28,goldenrod2,env_ac_sd
1,1,A,Back-outflows,Availability,Back-outflows|Availability255,Recycled,Net-available non-renewable,Non-metallic minerals,Non-metallic minerals,773345,kt,2017,EU28,goldenrod2,env_ac_sd
1,1,A,Availability,Processing,Availability|Processing256,Net-available non-renewable,Refinery & Material processing,Non-metallic minerals,Non-metallic minerals,3892509,kt,2017,EU28,goldenrod2,env_ac_sd
1,1,A,Availability,Processing,Availability|Processing257,Refinery & Material processing,Consumables,Non-metallic minerals,Non-metallic minerals,1486102,kt,2017,EU28,goldenrod2,env_ac_sd
1,1,A,Processing,Services,Processing|Services258,Refinery & Material processing,Infrastructure,Non-metallic minerals,Non-metallic minerals,802135.666666667,kt,2017,EU28,goldenrod2,env_ac_sd
1,1,A,Processing,Services,Processing|Services259,Refinery & Material processing,Long-life products,Non-metallic minerals,Non-metallic minerals,802135.666666667,kt,2017,EU28,goldenrod2,env_ac_sd
1,1,A,Processing,Services,Processing|Services260,Refinery & Material processing,Building stock,Non-metallic minerals,Non-metallic minerals,802135.666666667,kt,2017,EU28,goldenrod2,env_ac_sd
1,1,A,Services,Back-outflows,Services|Back-outflows261,Consumables,Wasted,Non-metallic minerals,Non-metallic minerals,615675,kt,2017,EU28,goldenrod2,env_ac_sd
1,1,A,Services,Back-outflows,Services|Back-outflows262,Consumables,Recycled,Non-metallic minerals,Non-metallic minerals,773345,kt,2017,EU28,goldenrod2,env_ac_sd
1,1,A,Processing,Services,Processing|Services263,Refinery & Material processing,Agri-& Silviculture,Nitrogen,Fossil,11611071,kt,2017,EU28,darkgrey,aei_fm_usefert
1,1,A,Processing,Services,Processing|Services264,Refinery & Material processing,Agri-& Silviculture,Phosphorus,Non-metallic minerals,1217562,kt,2017,EU28,goldenrod2,aei_fm_usefert
1,1,A,Services,Back-outflows,Services|Back-outflows265,Residential & other,Emissions,GHG-emissions,GHG-emissions,1569998.63,kt,2017,EU28,darkslategrey,env_air_gge
1,1,A,Processing,Back-outflows,Processing|Back-outflows266,Industry energy,Emissions,GHG-emissions,GHG-emissions,498113.35,kt,2017,EU28,darkslategrey,env_air_gge
1,1,A,Processing,Back-outflows,Processing|Back-outflows267,Energy sector,Emissions,GHG-emissions,GHG-emissions,55869.09,kt,2017,EU28,darkslategrey,env_air_gge
1,1,A,Services,Back-outflows,Services|Back-outflows268,Transport,Emissions,GHG-emissions,GHG-emissions,949433.78,kt,2017,EU28,darkslategrey,env_air_gge
1,1,A,Services,Back-outflows,Services|Back-outflows269,Agri-& Silviculture,Emissions,GHG-emissions,GHG-emissions,93313.53,kt,2017,EU28,darkslategrey,env_air_gge
1,1,A,Services,Back-outflows,Services|Back-outflows270,Infrastructure,Emissions,GHG-emissions,GHG-emissions,110655.79,kt,2017,EU28,darkslategrey,env_air_gge
1,1,A,Services,Back-outflows,Services|Back-outflows271,Consumables,Emissions,GHG-emissions,GHG-emissions,194909.51,kt,2017,EU28,darkslategrey,env_air_gge
1,1,A,Services,Back-outflows,Services|Back-outflows272,Long-life products,Emissions,GHG-emissions,GHG-emissions,74309.4,kt,2017,EU28,darkslategrey,env_air_gge
1,1,A,Services,Back-outflows,Services|Back-outflows273,Animal-based food,Emissions,GHG-emissions,GHG-emissions,258601.15,kt,2017,EU28,darkslategrey,env_air_gge
1,1,A,Services,Back-outflows,Services|Back-outflows274,Plant-based food,Emissions,GHG-emissions,GHG-emissions,170185.62,kt,2017,EU28,darkslategrey,env_air_gge
